,loss,acc,val_loss,val_acc,epochs
d588888e-b6fa-4472-89b7-a8c15a0e1e96,1.304246812770592,0.3684467077255249,1.4602924476970325,0.3740551173686981,0
d588888e-b6fa-4472-89b7-a8c15a0e1e96,1.2498395160838194,0.44135576486587524,1.2068603327780059,0.5020726919174194,1
